County Name,State Name,year,Mortality Rate
Fremont  ,Idaho,2010,"36.58 (32.63, 40.79)"
Gem  ,Idaho,2010,"57.61 (53.31, 62.47)"
Gooding  ,Idaho,2010,"51.59 (46.89, 56.50)"
Idaho  ,Idaho,2010,"49.71 (45.91, 53.71)"
Jefferson  ,Idaho,2010,"40.29 (36.09, 44.26)"
Jerome  ,Idaho,2010,"56.30 (51.50, 61.19)"
Kootenai  ,Idaho,2010,"51.06 (48.03, 54.32)"
Latah  ,Idaho,2010,"40.75 (36.89, 44.58)"
Lemhi  ,Idaho,2010,"56.77 (51.79, 61.67)"
Lewis  ,Idaho,2010,"48.06 (41.35, 54.85)"
Lincoln  ,Idaho,2010,"53.05 (47.05, 59.65)"
Madison  ,Idaho,2010,"28.12 (24.23, 32.21)"
Minidoka  ,Idaho,2010,"44.07 (39.92, 48.43)"
Nez Perce  ,Idaho,2010,"54.42 (51.19, 58.31)"
Oneida  ,Idaho,2010,"35.84 (30.24, 41.77)"
Owyhee  ,Idaho,2010,"56.26 (51.34, 61.41)"
Payette  ,Idaho,2010,"58.08 (53.49, 63.21)"
Power  ,Idaho,2010,"63.19 (56.03, 70.43)"
Shoshone  ,Idaho,2010,"65.21 (59.67, 70.60)"
Teton  ,Idaho,2010,"27.37 (22.61, 32.51)"
Twin Falls  ,Idaho,2010,"58.73 (54.75, 62.51)"
Valley  ,Idaho,2010,"33.51 (29.61, 37.64)"
Washington  ,Idaho,2010,"50.11 (45.19, 55.09)"
Adams  ,Illinois,2010,"59.28 (56.13, 62.65)"
Alexander  ,Illinois,2010,"67.14 (60.90, 73.46)"
Bond  ,Illinois,2010,"44.12 (39.87, 48.57)"
Boone  ,Illinois,2010,"48.72 (44.95, 52.43)"
Brown  ,Illinois,2010,"52.18 (45.68, 58.43)"
Bureau  ,Illinois,2010,"45.08 (41.95, 48.51)"
Calhoun  ,Illinois,2010,"49.49 (43.63, 55.40)"
Carroll  ,Illinois,2010,"48.85 (44.98, 52.65)"
Cass  ,Illinois,2010,"62.36 (56.81, 68.02)"
Champaign  ,Illinois,2010,"43.26 (40.73, 46.31)"
Christian  ,Illinois,2010,"47.08 (43.47, 51.01)"
Clark  ,Illinois,2010,"55.20 (50.46, 59.74)"
Clay  ,Illinois,2010,"64.73 (59.86, 69.72)"
Clinton  ,Illinois,2010,"41.13 (37.98, 44.19)"
Coles  ,Illinois,2010,"66.46 (62.66, 70.27)"
Cook  ,Illinois,2010,"32.45 (31.21, 34.22)"
Crawford  ,Illinois,2010,"56.66 (52.37, 61.01)"
Cumberland  ,Illinois,2010,"56.40 (50.96, 61.86)"
De Witt  ,Illinois,2010,"58.57 (53.76, 63.40)"
DeKalb  ,Illinois,2010,"41.59 (38.75, 44.79)"
Douglas  ,Illinois,2010,"59.61 (55.24, 64.46)"
DuPage  ,Illinois,2010,"34.12 (32.41, 36.28)"
Edgar  ,Illinois,2010,"71.69 (67.14, 76.63)"
Edwards  ,Illinois,2010,"52.01 (46.11, 58.07)"
Effingham  ,Illinois,2010,"48.86 (45.19, 52.55)"
Fayette  ,Illinois,2010,"54.09 (49.98, 58.40)"
Ford  ,Illinois,2010,"54.21 (49.73, 59.00)"
Franklin  ,Illinois,2010,"83.40 (78.69, 88.78)"
Fulton  ,Illinois,2010,"52.96 (49.69, 56.57)"
Gallatin  ,Illinois,2010,"65.18 (58.54, 72.01)"
Greene  ,Illinois,2010,"54.95 (50.50, 59.48)"
Grundy  ,Illinois,2010,"46.84 (43.47, 50.59)"
Hamilton  ,Illinois,2010,"53.06 (47.85, 58.71)"
Hancock  ,Illinois,2010,"48.58 (44.80, 52.46)"
Hardin  ,Illinois,2010,"78.37 (70.42, 86.22)"
Henderson  ,Illinois,2010,"51.21 (46.20, 56.72)"
Henry  ,Illinois,2010,"49.70 (46.50, 53.01)"
Iroquois  ,Illinois,2010,"49.71 (46.21, 53.48)"
Jackson  ,Illinois,2010,"49.41 (46.20, 53.27)"
Jasper  ,Illinois,2010,"46.84 (42.02, 51.93)"
Jefferson  ,Illinois,2010,"61.86 (58.07, 65.84)"
Jersey  ,Illinois,2010,"47.64 (43.67, 51.72)"
Jo Daviess  ,Illinois,2010,"37.46 (34.37, 40.65)"
Johnson  ,Illinois,2010,"60.36 (54.85, 65.49)"
Kane  ,Illinois,2010,"35.56 (33.49, 37.95)"
Kankakee  ,Illinois,2010,"50.51 (47.64, 53.65)"
Kendall  ,Illinois,2010,"41.27 (38.20, 44.32)"
Knox  ,Illinois,2010,"72.09 (67.97, 76.31)"
LaSalle  ,Illinois,2010,"49.99 (47.23, 52.78)"
Lake  ,Illinois,2010,"36.73 (34.93, 38.77)"
Lawrence  ,Illinois,2010,"64.74 (59.80, 69.88)"
Lee  ,Illinois,2010,"51.16 (47.60, 54.91)"
Livingston  ,Illinois,2010,"49.99 (46.38, 53.78)"
Logan  ,Illinois,2010,"48.81 (44.89, 52.88)"
Macon  ,Illinois,2010,"48.80 (46.06, 51.91)"
Macoupin  ,Illinois,2010,"52.10 (48.88, 55.09)"
Madison  ,Illinois,2010,"56.48 (53.92, 59.38)"
Marion  ,Illinois,2010,"72.52 (68.43, 76.71)"
Marshall  ,Illinois,2010,"47.24 (42.93, 51.71)"
Mason  ,Illinois,2010,"63.85 (58.97, 69.26)"
Massac  ,Illinois,2010,"92.48 (86.42, 98.51)"
McDonough  ,Illinois,2010,"50.95 (47.06, 54.84)"
McHenry  ,Illinois,2010,"48.33 (45.66, 51.23)"
McLean  ,Illinois,2010,"48.97 (46.15, 51.97)"
Menard  ,Illinois,2010,"48.66 (43.45, 53.99)"
Mercer  ,Illinois,2010,"61.12 (56.71, 65.70)"
Monroe  ,Illinois,2010,"44.67 (41.30, 48.24)"
Montgomery  ,Illinois,2010,"45.10 (41.64, 48.67)"
Morgan  ,Illinois,2010,"56.21 (52.43, 60.07)"
Moultrie  ,Illinois,2010,"53.65 (49.11, 58.55)"
Ogle  ,Illinois,2010,"47.09 (44.20, 50.71)"
Peoria  ,Illinois,2010,"49.94 (47.27, 52.95)"
Perry  ,Illinois,2010,"60.48 (55.89, 65.40)"
Piatt  ,Illinois,2010,"42.93 (38.68, 47.40)"
Pike  ,Illinois,2010,"58.63 (54.15, 63.20)"
Pope  ,Illinois,2010,"58.28 (52.45, 64.90)"
Pulaski  ,Illinois,2010,"68.69 (62.27, 75.26)"
Putnam  ,Illinois,2010,"37.61 (32.54, 43.41)"
Randolph  ,Illinois,2010,"53.28 (49.56, 56.85)"
Richland  ,Illinois,2010,"46.36 (42.62, 50.40)"
Rock Island  ,Illinois,2010,"50.26 (47.74, 53.04)"
Saint Clair  ,Illinois,2010,"59.63 (56.94, 62.52)"
Saline  ,Illinois,2010,"72.45 (67.82, 77.83)"
Sangamon  ,Illinois,2010,"50.86 (48.09, 53.99)"
Schuyler  ,Illinois,2010,"44.64 (39.69, 49.93)"
Scott  ,Illinois,2010,"52.88 (46.00, 60.09)"
Shelby  ,Illinois,2010,"43.32 (39.51, 47.16)"
Stark  ,Illinois,2010,"55.74 (49.97, 61.51)"
Stephenson  ,Illinois,2010,"50.18 (47.24, 53.43)"
Tazewell  ,Illinois,2010,"48.32 (45.77, 51.23)"
Union  ,Illinois,2010,"59.75 (54.89, 64.73)"
Vermilion  ,Illinois,2010,"75.07 (71.22, 78.80)"
Wabash  ,Illinois,2010,"61.62 (56.12, 66.95)"
Warren  ,Illinois,2010,"52.39 (48.16, 56.77)"
Washington  ,Illinois,2010,"37.15 (32.40, 41.65)"
Wayne  ,Illinois,2010,"62.02 (57.48, 66.83)"
White  ,Illinois,2010,"70.25 (65.14, 75.34)"
Whiteside  ,Illinois,2010,"53.57 (50.38, 56.72)"
Will  ,Illinois,2010,"39.03 (37.14, 41.31)"
Williamson  ,Illinois,2010,"61.77 (57.86, 65.77)"
Winnebago  ,Illinois,2010,"47.89 (45.38, 50.69)"
Woodford  ,Illinois,2010,"43.34 (39.93, 46.76)"
Adams  ,Indiana,2010,"38.11 (34.65, 41.68)"
Allen  ,Indiana,2010,"54.81 (52.35, 57.60)"
Bartholomew  ,Indiana,2010,"64.67 (61.01, 68.83)"
Benton  ,Indiana,2010,"63.58 (57.62, 69.75)"
Blackford  ,Indiana,2010,"62.14 (56.79, 67.46)"
Boone  ,Indiana,2010,"56.57 (52.77, 60.88)"
Brown  ,Indiana,2010,"52.62 (47.90, 57.35)"
Carroll  ,Indiana,2010,"53.93 (49.44, 57.96)"
Cass  ,Indiana,2010,"58.49 (54.47, 62.67)"
Clark  ,Indiana,2010,"67.14 (63.44, 71.15)"
Clay  ,Indiana,2010,"62.31 (57.61, 66.72)"
Clinton  ,Indiana,2010,"62.11 (58.14, 66.42)"
Crawford  ,Indiana,2010,"70.33 (64.37, 76.53)"
Daviess  ,Indiana,2010,"55.06 (50.96, 59.50)"
DeKalb  ,Indiana,2010,"60.80 (56.64, 65.09)"
Dearborn  ,Indiana,2010,"57.44 (53.64, 61.74)"
Decatur  ,Indiana,2010,"48.08 (44.15, 51.94)"
Delaware  ,Indiana,2010,"71.09 (67.65, 74.69)"
Dubois  ,Indiana,2010,"37.10 (34.02, 40.45)"
Elkhart  ,Indiana,2010,"52.09 (49.13, 55.17)"
Fayette  ,Indiana,2010,"81.25 (75.72, 87.07)"
Floyd  ,Indiana,2010,"62.91 (59.36, 66.92)"
Fountain  ,Indiana,2010,"70.71 (65.87, 75.68)"
Franklin  ,Indiana,2010,"44.10 (40.04, 48.00)"
Fulton  ,Indiana,2010,"69.49 (64.76, 74.36)"
Gibson  ,Indiana,2010,"53.17 (49.25, 57.48)"
Grant  ,Indiana,2010,"80.91 (76.58, 85.24)"
Greene  ,Indiana,2010,"63.62 (59.43, 67.64)"
Hamilton  ,Indiana,2010,"42.98 (40.43, 46.24)"
Hancock  ,Indiana,2010,"57.01 (53.31, 60.72)"
Harrison  ,Indiana,2010,"62.74 (58.94, 66.96)"
Hendricks  ,Indiana,2010,"57.85 (54.31, 62.13)"
Henry  ,Indiana,2010,"64.07 (60.12, 68.24)"
Howard  ,Indiana,2010,"62.91 (59.57, 66.68)"
Huntington  ,Indiana,2010,"65.19 (60.68, 70.00)"
Jackson  ,Indiana,2010,"65.23 (61.02, 69.51)"
Jasper  ,Indiana,2010,"51.28 (47.67, 55.31)"
Jay  ,Indiana,2010,"59.63 (55.17, 64.35)"
Jefferson  ,Indiana,2010,"75.80 (71.26, 80.65)"
Jennings  ,Indiana,2010,"84.31 (78.55, 90.63)"
Johnson  ,Indiana,2010,"74.89 (71.21, 78.70)"
Knox  ,Indiana,2010,"75.87 (71.00, 80.59)"
Kosciusko  ,Indiana,2010,"54.64 (51.24, 58.17)"
LaGrange  ,Indiana,2010,"45.01 (41.29, 48.60)"
LaPorte  ,Indiana,2010,"55.84 (52.88, 59.20)"
Lake  ,Indiana,2010,"47.87 (45.46, 50.18)"
Lawrence  ,Indiana,2010,"58.19 (54.59, 62.04)"
Madison  ,Indiana,2010,"62.22 (59.01, 65.75)"
Marion  ,Indiana,2010,"67.48 (65.00, 70.64)"
Marshall  ,Indiana,2010,"57.29 (53.78, 61.13)"
Martin  ,Indiana,2010,"63.83 (58.00, 69.89)"
Miami  ,Indiana,2010,"49.40 (45.68, 52.89)"
Monroe  ,Indiana,2010,"43.14 (40.67, 45.87)"
Montgomery  ,Indiana,2010,"57.70 (53.74, 61.71)"
Morgan  ,Indiana,2010,"80.72 (76.41, 85.19)"
Newton  ,Indiana,2010,"58.73 (53.11, 64.31)"
Noble  ,Indiana,2010,"68.31 (64.22, 72.64)"
Ohio  ,Indiana,2010,"53.65 (47.46, 59.96)"
Orange  ,Indiana,2010,"59.15 (54.53, 63.97)"
Owen  ,Indiana,2010,"66.62 (61.26, 71.38)"
Parke  ,Indiana,2010,"54.25 (49.59, 58.98)"
Perry  ,Indiana,2010,"49.23 (44.67, 53.82)"
Pike  ,Indiana,2010,"51.03 (46.25, 56.13)"
Porter  ,Indiana,2010,"48.14 (45.29, 51.13)"
Posey  ,Indiana,2010,"54.46 (50.84, 58.48)"
Pulaski  ,Indiana,2010,"57.15 (51.57, 63.03)"
Putnam  ,Indiana,2010,"51.09 (46.98, 54.95)"
Randolph  ,Indiana,2010,"53.30 (49.19, 57.69)"
Ripley  ,Indiana,2010,"55.39 (50.93, 59.98)"
Rush  ,Indiana,2010,"70.87 (65.26, 76.79)"
Saint Joseph  ,Indiana,2010,"49.20 (46.88, 51.89)"
Scott  ,Indiana,2010,"84.88 (79.25, 90.77)"
Shelby  ,Indiana,2010,"66.66 (62.41, 70.96)"
Spencer  ,Indiana,2010,"44.91 (40.52, 49.19)"
Starke  ,Indiana,2010,"70.34 (64.84, 76.11)"
Steuben  ,Indiana,2010,"54.09 (50.23, 58.19)"
Sullivan  ,Indiana,2010,"66.73 (61.99, 71.44)"
Switzerland  ,Indiana,2010,"59.33 (53.79, 64.97)"
Tippecanoe  ,Indiana,2010,"58.00 (54.96, 61.34)"
Tipton  ,Indiana,2010,"53.48 (48.28, 58.46)"
Union  ,Indiana,2010,"50.87 (44.76, 57.10)"
Vanderburgh  ,Indiana,2010,"59.31 (56.45, 62.62)"
Vermillion  ,Indiana,2010,"67.54 (62.47, 72.98)"
Vigo  ,Indiana,2010,"70.39 (66.52, 74.47)"
Wabash  ,Indiana,2010,"58.60 (54.57, 62.56)"
Warren  ,Indiana,2010,"69.81 (62.93, 76.37)"
Warrick  ,Indiana,2010,"52.07 (48.58, 55.62)"
Washington  ,Indiana,2010,"73.52 (68.43, 78.90)"
Wayne  ,Indiana,2010,"57.98 (54.09, 61.69)"
Wells  ,Indiana,2010,"50.60 (46.38, 55.03)"
White  ,Indiana,2010,"62.29 (57.62, 67.15)"
Whitley  ,Indiana,2010,"59.36 (54.72, 63.87)"
Adair  ,Iowa,2010,"39.13 (34.85, 43.52)"
Adams  ,Iowa,2010,"42.87 (37.18, 48.78)"
Allamakee  ,Iowa,2010,"36.39 (32.71, 40.22)"
Appanoose  ,Iowa,2010,"38.48 (34.46, 42.86)"
Audubon  ,Iowa,2010,"42.73 (38.43, 47.25)"
Benton  ,Iowa,2010,"40.12 (36.83, 43.42)"
Black Hawk  ,Iowa,2010,"53.16 (50.03, 56.35)"
Boone  ,Iowa,2010,"49.51 (45.34, 53.76)"
Bremer  ,Iowa,2010,"30.03 (26.84, 33.27)"
Buchanan  ,Iowa,2010,"46.32 (42.38, 50.41)"
Buena Vista  ,Iowa,2010,"41.12 (37.43, 45.01)"
Butler  ,Iowa,2010,"38.83 (35.33, 42.67)"
Calhoun  ,Iowa,2010,"47.26 (42.95, 51.58)"
Carroll  ,Iowa,2010,"44.46 (40.77, 48.26)"
Cass  ,Iowa,2010,"54.08 (49.72, 58.48)"
Cedar  ,Iowa,2010,"37.23 (33.94, 40.73)"
Cerro Gordo  ,Iowa,2010,"45.10 (42.24, 48.20)"
Cherokee  ,Iowa,2010,"43.82 (40.12, 47.89)"
Chickasaw  ,Iowa,2010,"40.28 (36.43, 44.46)"
Clarke  ,Iowa,2010,"42.12 (37.60, 46.98)"
Clay  ,Iowa,2010,"46.33 (42.44, 50.27)"
Clayton  ,Iowa,2010,"39.62 (36.01, 43.30)"
Clinton  ,Iowa,2010,"43.72 (40.60, 46.77)"
Crawford  ,Iowa,2010,"43.04 (39.60, 46.50)"
Dallas  ,Iowa,2010,"44.79 (41.53, 48.21)"
Davis  ,Iowa,2010,"40.73 (36.29, 45.56)"
Decatur  ,Iowa,2010,"50.37 (45.48, 55.34)"
Delaware  ,Iowa,2010,"37.19 (33.56, 40.67)"
Des Moines  ,Iowa,2010,"51.85 (48.09, 55.61)"
Dickinson  ,Iowa,2010,"36.13 (32.75, 40.02)"
Dubuque  ,Iowa,2010,"43.22 (40.35, 46.16)"
Emmet  ,Iowa,2010,"38.18 (33.94, 42.43)"
Fayette  ,Iowa,2010,"40.61 (37.22, 44.20)"
Floyd  ,Iowa,2010,"43.30 (39.50, 47.06)"
Franklin  ,Iowa,2010,"36.55 (32.74, 40.46)"
Fremont  ,Iowa,2010,"62.24 (56.35, 68.03)"
Greene  ,Iowa,2010,"42.13 (37.84, 46.60)"
Grundy  ,Iowa,2010,"34.27 (30.46, 37.96)"
Guthrie  ,Iowa,2010,"43.89 (39.71, 48.20)"
Hamilton  ,Iowa,2010,"41.09 (37.19, 45.33)"
Hancock  ,Iowa,2010,"37.01 (33.39, 41.04)"
Hardin  ,Iowa,2010,"36.66 (33.28, 40.28)"
Harrison  ,Iowa,2010,"60.35 (55.92, 65.10)"
Henry  ,Iowa,2010,"43.08 (39.05, 46.95)"
Howard  ,Iowa,2010,"29.87 (26.22, 33.79)"
Humboldt  ,Iowa,2010,"44.99 (40.74, 49.30)"
Ida  ,Iowa,2010,"44.84 (40.69, 49.09)"
Iowa  ,Iowa,2010,"33.43 (30.02, 37.14)"
Jackson  ,Iowa,2010,"46.74 (42.79, 50.70)"
Jasper  ,Iowa,2010,"43.71 (40.60, 47.39)"
Jefferson  ,Iowa,2010,"37.39 (33.55, 41.42)"
Johnson  ,Iowa,2010,"35.97 (33.46, 38.72)"
Jones  ,Iowa,2010,"42.97 (39.39, 46.89)"
Keokuk  ,Iowa,2010,"47.46 (43.03, 51.85)"
Kossuth  ,Iowa,2010,"37.58 (34.41, 40.75)"
Lee  ,Iowa,2010,"56.52 (52.86, 60.28)"
Linn  ,Iowa,2010,"52.28 (49.69, 55.30)"
Louisa  ,Iowa,2010,"46.87 (42.33, 51.41)"
Lucas  ,Iowa,2010,"39.43 (35.33, 43.68)"
Lyon  ,Iowa,2010,"32.12 (28.31, 35.85)"
Madison  ,Iowa,2010,"45.50 (41.40, 49.88)"
Mahaska  ,Iowa,2010,"38.94 (35.67, 42.59)"
Marion  ,Iowa,2010,"40.30 (37.24, 43.70)"
Marshall  ,Iowa,2010,"69.83 (65.36, 74.39)"
Mills  ,Iowa,2010,"55.83 (50.71, 60.56)"
Mitchell  ,Iowa,2010,"25.51 (22.51, 28.57)"
Monona  ,Iowa,2010,"55.09 (50.28, 59.71)"
Monroe  ,Iowa,2010,"54.91 (50.15, 60.68)"
Montgomery  ,Iowa,2010,"68.56 (63.45, 74.03)"
Muscatine  ,Iowa,2010,"51.04 (47.28, 54.69)"
O'Brien  ,Iowa,2010,"40.06 (36.44, 43.89)"
Osceola  ,Iowa,2010,"26.82 (23.19, 30.85)"
Page  ,Iowa,2010,"57.70 (53.28, 62.13)"
Palo Alto  ,Iowa,2010,"48.83 (44.39, 53.19)"
Plymouth  ,Iowa,2010,"34.76 (31.49, 38.19)"
Pocahontas  ,Iowa,2010,"45.58 (40.81, 50.17)"
Polk  ,Iowa,2010,"52.56 (50.21, 55.45)"
Pottawattamie  ,Iowa,2010,"67.44 (63.97, 71.19)"
Poweshiek  ,Iowa,2010,"51.87 (47.69, 55.89)"
Ringgold  ,Iowa,2010,"41.77 (37.08, 46.31)"
Sac  ,Iowa,2010,"46.24 (42.22, 50.44)"
Scott  ,Iowa,2010,"57.04 (53.97, 60.19)"
Shelby  ,Iowa,2010,"35.61 (31.81, 39.27)"
Sioux  ,Iowa,2010,"29.26 (26.46, 32.15)"
Story  ,Iowa,2010,"34.02 (31.40, 36.78)"
Tama  ,Iowa,2010,"44.95 (41.07, 48.81)"
Taylor  ,Iowa,2010,"50.18 (44.98, 55.61)"
Union  ,Iowa,2010,"51.48 (47.07, 56.07)"
Van Buren  ,Iowa,2010,"43.18 (38.78, 47.60)"
Wapello  ,Iowa,2010,"55.18 (51.54, 58.84)"
Warren  ,Iowa,2010,"55.03 (51.22, 59.14)"
Washington  ,Iowa,2010,"46.83 (42.93, 50.78)"
Wayne  ,Iowa,2010,"46.12 (41.16, 50.75)"
Webster  ,Iowa,2010,"72.98 (68.66, 77.69)"
Winnebago  ,Iowa,2010,"29.82 (26.34, 33.44)"
Winneshiek  ,Iowa,2010,"32.50 (29.18, 35.89)"
Woodbury  ,Iowa,2010,"65.93 (62.42, 69.65)"
Worth  ,Iowa,2010,"34.58 (30.26, 39.30)"
Wright  ,Iowa,2010,"39.59 (35.91, 43.32)"
Allen  ,Kansas,2010,"58.96 (54.49, 63.58)"
Anderson  ,Kansas,2010,"51.35 (46.34, 56.40)"
Atchison  ,Kansas,2010,"62.53 (57.70, 67.81)"
Barber  ,Kansas,2010,"60.09 (53.94, 66.31)"
Barton  ,Kansas,2010,"48.69 (44.98, 52.34)"
Bourbon  ,Kansas,2010,"56.96 (52.54, 61.57)"
Brown  ,Kansas,2010,"54.18 (49.06, 59.36)"
Butler  ,Kansas,2010,"69.15 (65.35, 73.14)"
Chase  ,Kansas,2010,"52.58 (46.03, 59.60)"
Chautauqua  ,Kansas,2010,"49.41 (43.96, 54.83)"
Cherokee  ,Kansas,2010,"79.99 (75.03, 85.61)"
Cheyenne  ,Kansas,2010,"45.33 (40.00, 51.30)"
Clark  ,Kansas,2010,"49.91 (43.16, 56.55)"
Clay  ,Kansas,2010,"52.82 (48.01, 57.35)"
Cloud  ,Kansas,2010,"53.70 (48.64, 58.05)"
Coffey  ,Kansas,2010,"58.26 (52.97, 63.74)"
Comanche  ,Kansas,2010,"50.31 (42.88, 57.61)"
Cowley  ,Kansas,2010,"61.54 (57.77, 65.52)"
Crawford  ,Kansas,2010,"62.29 (58.01, 66.58)"
Decatur  ,Kansas,2010,"51.02 (45.36, 56.79)"
Dickinson  ,Kansas,2010,"55.98 (51.73, 60.40)"
Doniphan  ,Kansas,2010,"60.13 (54.70, 65.97)"
Douglas  ,Kansas,2010,"46.29 (42.79, 49.93)"
Edwards  ,Kansas,2010,"56.96 (50.27, 63.93)"
Elk  ,Kansas,2010,"47.78 (42.02, 53.52)"
Ellis  ,Kansas,2010,"49.74 (46.09, 53.85)"
Ellsworth  ,Kansas,2010,"47.83 (42.49, 53.41)"
Finney  ,Kansas,2010,"45.60 (41.60, 49.58)"
Ford  ,Kansas,2010,"61.10 (56.75, 65.63)"
Franklin  ,Kansas,2010,"66.09 (61.63, 70.71)"
Geary  ,Kansas,2010,"53.14 (48.23, 57.73)"
Gove  ,Kansas,2010,"51.55 (45.65, 57.49)"
Graham  ,Kansas,2010,"47.91 (41.70, 54.25)"
Grant  ,Kansas,2010,"55.40 (49.47, 61.89)"
Gray  ,Kansas,2010,"55.52 (49.13, 62.40)"
Greeley  ,Kansas,2010,"83.17 (73.29, 94.67)"
Greenwood  ,Kansas,2010,"57.04 (52.41, 62.45)"
Hamilton  ,Kansas,2010,"59.62 (51.36, 67.70)"
Harper  ,Kansas,2010,"61.14 (55.37, 66.92)"
Harvey  ,Kansas,2010,"39.57 (36.29, 42.97)"
Haskell  ,Kansas,2010,"49.42 (43.05, 56.16)"
Hodgeman  ,Kansas,2010,"47.68 (40.93, 54.12)"
Jackson  ,Kansas,2010,"53.68 (48.53, 58.51)"
Jefferson  ,Kansas,2010,"52.77 (48.33, 57.51)"
Jewell  ,Kansas,2010,"51.77 (45.87, 58.10)"
Johnson  ,Kansas,2010,"36.15 (34.10, 38.55)"
Kearny  ,Kansas,2010,"66.28 (58.72, 74.55)"
Kingman  ,Kansas,2010,"45.87 (41.09, 50.40)"
Kiowa  ,Kansas,2010,"51.36 (44.66, 58.31)"
Labette  ,Kansas,2010,"66.12 (61.74, 71.00)"
Lane  ,Kansas,2010,"70.30 (60.80, 79.85)"
Leavenworth  ,Kansas,2010,"56.13 (52.39, 59.90)"
Lincoln  ,Kansas,2010,"45.67 (40.25, 51.75)"
Linn  ,Kansas,2010,"50.53 (45.35, 55.63)"
Logan  ,Kansas,2010,"64.33 (57.48, 71.38)"
Lyon  ,Kansas,2010,"51.46 (47.53, 55.53)"
Marion  ,Kansas,2010,"41.06 (37.62, 44.66)"
Marshall  ,Kansas,2010,"48.18 (43.73, 52.64)"
McPherson  ,Kansas,2010,"41.97 (38.36, 45.91)"
Meade  ,Kansas,2010,"54.36 (48.41, 60.70)"
Miami  ,Kansas,2010,"54.83 (50.53, 58.92)"
Mitchell  ,Kansas,2010,"51.79 (46.40, 56.85)"
Montgomery  ,Kansas,2010,"58.42 (54.60, 62.30)"
Morris  ,Kansas,2010,"46.02 (41.40, 50.88)"
Morton  ,Kansas,2010,"53.65 (47.09, 60.30)"
Nemaha  ,Kansas,2010,"39.83 (35.94, 43.78)"
Neosho  ,Kansas,2010,"56.47 (52.30, 61.26)"
Ness  ,Kansas,2010,"45.43 (39.74, 51.18)"
Norton  ,Kansas,2010,"46.31 (41.12, 51.70)"
Osage  ,Kansas,2010,"56.38 (52.09, 61.10)"
Osborne  ,Kansas,2010,"43.35 (38.18, 48.71)"
Ottawa  ,Kansas,2010,"56.37 (50.67, 62.04)"
Pawnee  ,Kansas,2010,"50.96 (45.98, 55.85)"
Phillips  ,Kansas,2010,"50.65 (45.46, 56.44)"
Pottawatomie  ,Kansas,2010,"46.94 (42.66, 51.43)"
Pratt  ,Kansas,2010,"60.17 (55.02, 65.32)"
Rawlins  ,Kansas,2010,"40.76 (35.79, 45.77)"
Reno  ,Kansas,2010,"64.66 (61.14, 68.45)"
Republic  ,Kansas,2010,"44.89 (39.83, 50.29)"
Rice  ,Kansas,2010,"57.01 (51.86, 62.22)"
Riley  ,Kansas,2010,"46.94 (43.34, 50.71)"
Rooks  ,Kansas,2010,"53.47 (47.84, 59.40)"
Rush  ,Kansas,2010,"49.20 (43.19, 55.42)"
Russell  ,Kansas,2010,"50.94 (46.07, 55.82)"
Saline  ,Kansas,2010,"66.02 (62.39, 70.13)"
Scott  ,Kansas,2010,"75.66 (68.18, 82.84)"
Sedgwick  ,Kansas,2010,"61.60 (58.98, 64.43)"
Seward  ,Kansas,2010,"59.12 (54.20, 64.72)"
Shawnee  ,Kansas,2010,"59.64 (56.76, 62.83)"
Sheridan  ,Kansas,2010,"45.95 (39.66, 52.46)"
Sherman  ,Kansas,2010,"64.94 (58.72, 70.99)"
Smith  ,Kansas,2010,"41.30 (36.48, 46.25)"
Stafford  ,Kansas,2010,"55.72 (49.84, 61.92)"
Stanton  ,Kansas,2010,"50.47 (43.40, 58.08)"
Stevens  ,Kansas,2010,"62.93 (56.68, 69.64)"
Sumner  ,Kansas,2010,"56.49 (52.42, 60.56)"
Thomas  ,Kansas,2010,"65.09 (59.50, 70.70)"
Trego  ,Kansas,2010,"54.62 (47.66, 61.95)"
Wabaunsee  ,Kansas,2010,"58.83 (53.07, 64.62)"
Wallace  ,Kansas,2010,"72.42 (64.20, 81.45)"
Washington  ,Kansas,2010,"44.20 (39.50, 48.79)"
Wichita  ,Kansas,2010,"57.56 (50.03, 65.31)"
Wilson  ,Kansas,2010,"74.23 (68.45, 80.20)"
Woodson  ,Kansas,2010,"61.70 (54.90, 68.55)"
Wyandotte  ,Kansas,2010,"58.50 (55.62, 62.17)"
Adair  ,Kentucky,2010,"55.40 (50.59, 60.15)"
Allen  ,Kentucky,2010,"62.46 (57.97, 67.43)"
Anderson  ,Kentucky,2010,"68.17 (62.99, 73.27)"
Ballard  ,Kentucky,2010,"72.38 (65.77, 79.12)"
Barren  ,Kentucky,2010,"63.74 (59.74, 67.92)"
Bath  ,Kentucky,2010,"82.37 (75.76, 89.15)"
Bell  ,Kentucky,2010,"80.89 (75.87, 85.82)"
Boone  ,Kentucky,2010,"54.55 (51.51, 58.00)"
Bourbon  ,Kentucky,2010,"64.70 (60.31, 69.59)"
Boyd  ,Kentucky,2010,"62.44 (58.21, 66.80)"
Boyle  ,Kentucky,2010,"61.51 (57.02, 65.96)"
Bracken  ,Kentucky,2010,"95.49 (87.71, 104.15)"
Breathitt  ,Kentucky,2010,"116.57 (108.42, 124.40)"
Breckinridge  ,Kentucky,2010,"63.25 (58.34, 68.24)"
Bullitt  ,Kentucky,2010,"67.45 (63.61, 71.57)"
Butler  ,Kentucky,2010,"58.59 (53.62, 64.20)"
